time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
26.611000,1.0849,-0.1654,-1.5803,1.924
26.620000,1.3338,-0.2714,-1.9949,2.415
26.638000,1.3417,-0.2509,-1.9653,2.393
26.657000,1.1481,-0.1116,-2.0333,2.338
26.666000,0.8511,-0.3729,-1.6474,1.891
26.673000,0.4509,-0.7801,-0.9788,1.330
26.689000,0.8471,-1.5795,2.0428,2.718
26.704000,1.1128,-1.5896,2.4748,3.145
26.711000,1.9118,-0.6789,1.6455,2.612
26.729000,2.6327,0.4031,0.2557,2.676
26.737000,2.7922,0.5304,-1.0246,3.021
26.746000,2.7740,0.0710,-1.8461,3.333
26.759000,2.7824,-0.8452,-2.6303,3.921
26.779000,2.6145,-0.7830,-2.0969,3.442
26.789000,2.0411,-0.8400,-1.9454,2.942
26.795000,1.3682,-0.8769,-1.3353,2.103
26.807000,0.4085,-0.9863,-0.5795,1.215
26.817000,-0.6633,-1.2438,0.6862,1.568
26.829000,-1.2037,-2.2699,0.1145,2.572
26.837000,-0.3025,-1.8415,1.0100,2.122
26.848000,0.0261,-2.0277,1.7134,2.655
26.862000,0.1235,-1.8881,1.3390,2.318
26.879000,0.2051,-1.5134,0.8606,1.753
26.887000,0.3029,-1.1466,0.5430,1.304
26.897000,0.2315,-0.7174,-0.0449,0.755
26.908000,0.0715,-0.3032,-0.5976,0.674
26.921000,-0.0282,-0.0326,-0.6498,0.651
26.929000,-0.0863,0.0180,-0.2421,0.258
26.947000,-0.0611,0.0470,0.3095,0.319
26.962000,-0.2555,0.4552,1.8274,1.900
26.976000,-0.5268,0.4457,2.0317,2.146
26.990000,-1.3834,0.2407,2.4360,2.812
26.998000,-2.5382,0.2214,4.0796,4.810
27.016000,-1.1009,-0.6864,5.7603,5.905
27.035000,0.5222,-1.9268,4.2954,4.737
27.050000,-0.6435,-1.8426,3.8096,4.280
27.061000,-0.1387,-1.8887,3.3609,3.858
27.072000,1.9880,-1.3488,2.8030,3.692
27.082000,4.7129,2.1783,6.5407,8.351
27.092000,9.7977,6.1377,8.2343,14.194
27.102000,12.3624,6.1249,9.0683,16.510
27.119000,12.0886,4.2619,9.2375,15.800
27.130000,9.6910,2.9046,8.9350,13.498
27.140000,5.0998,1.4098,6.3244,8.246
27.152000,0.5001,-1.7358,2.2289,2.869
27.162000,-1.5253,-2.2113,1.9242,3.304
27.172000,-2.6313,-2.5370,1.9312,4.134
27.188000,-3.1909,-2.9376,2.0308,4.789
27.212000,-2.7673,-2.9993,2.8280,4.965
27.225000,-1.6209,-2.6561,3.4543,4.649
27.231000,-0.8849,-2.3558,3.3548,4.194
27.254000,-1.8956,-3.1890,4.6128,5.920
27.270000,-3.4090,-4.3257,5.5698,7.833
27.280000,-3.7677,-5.2622,6.3948,9.098
27.290000,-3.7405,-5.5040,7.8122,10.262
27.302000,-4.2542,-5.3193,8.0379,10.536
27.320000,-5.3602,-5.6787,8.6555,11.657
27.337000,-6.0227,-6.0826,8.6428,12.164
27.350000,-5.8260,-6.2245,8.9141,12.335
27.358000,-5.7085,-6.7016,8.8155,12.458
27.378000,-5.4371,-6.9804,8.9452,12.582
27.388000,-4.7040,-7.5357,8.8888,12.567
27.398000,-3.7537,-7.3768,8.4057,11.797
27.409000,-3.2503,-7.2737,8.3639,11.551
27.420000,-2.6395,-7.3375,7.8380,11.056
27.430000,-2.2836,-7.0536,7.8823,10.821
27.442000,-2.2728,-6.2720,8.3156,10.661
27.458000,-2.3001,-5.5201,8.6716,10.534
27.470000,-2.3247,-5.0918,8.8363,10.460
27.480000,-2.3603,-4.3644,9.0524,10.323
27.496000,-2.3988,-3.6831,9.1881,10.185
27.502000,-2.4581,-3.2745,9.2625,10.127
27.516000,-2.5044,-2.7101,9.2876,9.994
27.530000,-2.5458,-2.3153,9.3479,9.961
27.550000,-2.9006,-1.1349,9.8493,10.330
27.562000,-2.1816,-0.7853,6.9723,7.348
27.584000,1.6662,-0.6964,-27.9619,28.020
27.594000,20.2869,-16.5981,-68.7401,73.568
27.602000,2.9592,-14.5933,-24.4275,28.608
27.616000,6.0369,11.8669,-22.1917,25.879
27.628000,-2.0759,6.7212,-6.5630,9.621
27.643000,-2.4284,4.7971,-0.9413,5.459
27.654000,-1.3583,3.4113,2.0075,4.185
27.662000,-1.3816,1.9761,3.8670,4.557
27.672000,-1.8101,1.4244,6.3786,6.782
27.689000,-2.2626,0.8907,8.3493,8.696
27.707000,-1.6290,0.9477,9.1991,9.390
27.712000,-0.9948,1.1578,8.9164,9.046
27.728000,-0.3922,1.3863,7.2256,7.368
27.741000,1.7698,3.9413,1.7955,4.679
27.748000,1.5325,5.6337,-1.1590,5.952
27.762000,0.5756,6.0792,-4.7877,7.760
27.779000,-0.5956,5.7366,-6.5059,8.694
27.791000,-1.2115,4.8207,-5.2371,7.220
27.802000,-1.1553,3.3451,-1.4655,3.830
27.809000,-1.3645,2.4619,1.0590,3.007
27.819000,-1.8254,2.2144,2.9897,4.144
27.836000,-2.2903,2.3091,4.4182,5.486
27.857000,-2.4611,2.5334,4.9900,6.114
27.873000,-2.5082,2.8299,4.2342,5.677
27.879000,-2.1539,3.1597,2.9294,4.817
27.892000,-0.7140,3.3141,-0.4539,3.420
27.906000,-0.0568,3.2200,-2.0441,3.814
27.919000,0.0236,2.9653,-2.1561,3.666
27.937000,-0.4122,2.7121,-1.1177,2.962
27.948000,-1.0531,2.7223,0.0553,2.919
27.961000,-1.3529,2.9348,1.1567,3.432
27.970000,-1.5023,3.1143,1.7667,3.883
27.988000,-1.5102,3.3086,2.1614,4.231
27.998000,-1.2865,3.5642,1.8675,4.224
28.004000,-1.0177,3.5295,1.4257,3.940
28.018000,-0.6667,3.4021,0.5410,3.509
28.041000,-0.5850,3.3705,-0.0014,3.421
28.058000,-0.5081,2.8263,-0.4161,2.902
28.070000,-0.4926,2.3885,-0.3815,2.468
28.089000,-0.2917,2.2067,0.4811,2.277
28.092000,-0.7607,1.6058,4.7636,5.084
28.102000,-0.5423,1.4399,1.5854,2.209
28.110000,-0.8425,0.9282,0.4940,1.347
28.120000,-0.7730,0.9031,-1.3965,1.834
28.138000,-0.6397,1.0939,-1.8780,2.266
28.156000,-0.4074,1.1319,-1.0352,1.587
28.170000,-0.2403,1.0915,-0.5420,1.242
28.188000,-0.3132,0.8579,-0.0198,0.913
28.198000,-0.5579,0.5899,1.9160,2.081
28.210000,-0.8248,0.8110,1.4460,1.852
28.226000,-0.6674,0.6356,0.9933,1.355
28.232000,-0.0459,0.9613,-0.5597,1.113
28.249000,0.2332,0.7551,-0.9385,1.227
28.262000,0.0378,0.1844,-0.8568,0.877
28.272000,-0.1735,0.1628,-0.8814,0.913
28.286000,-0.6014,0.3427,-0.5920,0.911
28.304000,-0.9261,0.2988,0.3090,1.021
28.312000,-0.8489,0.2172,0.6813,1.110
28.328000,-0.6577,0.2897,0.7051,1.007
28.343000,-0.0208,0.4133,0.6266,0.751
28.350000,0.4280,0.3921,0.3490,0.677
28.358000,0.6952,0.0604,0.3533,0.782
28.368000,0.6720,-0.4113,-1.0817,1.338
28.388000,0.1793,-0.3444,-1.3632,1.417
28.406000,-0.2144,-0.0919,-1.1486,1.172
28.419000,-0.6239,-0.0626,-0.9757,1.160
28.433000,-0.9827,0.1203,-0.5293,1.123
28.446000,-1.1334,0.3781,-0.7870,1.431
28.460000,-1.3692,0.2985,-1.4559,2.021
28.476000,-1.7157,-0.1945,-2.6859,3.193
28.494000,-1.8441,-0.2671,-3.1961,3.700
28.506000,-1.5153,0.5425,-3.9885,4.301
28.520000,0.2460,1.8210,-5.2610,5.573
28.550000,0.7921,2.2652,-5.6413,6.130
28.562000,3.0509,2.4173,-5.0573,6.382
28.572000,3.5732,2.3193,-4.5552,6.237
28.595000,4.3529,2.4094,-3.3441,5.995
28.608000,4.6316,2.2566,-2.3627,5.668
28.624000,4.0798,2.0678,-2.6059,5.264
28.634000,3.2097,2.0702,-1.8447,4.242
28.654000,1.1956,0.7471,-0.6615,1.557
28.662000,0.5425,-0.0810,-0.4269,0.695
28.672000,-0.1637,-0.9481,-0.5825,1.125
28.686000,-0.9570,-2.0024,-0.0444,2.220
28.702000,-1.3210,-2.3880,-0.0913,2.731
28.714000,-1.1471,-2.0930,1.1682,2.657
28.724000,-1.3845,-1.6026,1.6886,2.709
28.751000,-1.5604,-1.5092,1.3414,2.552
28.762000,-1.7579,-1.7593,0.9922,2.678
28.779000,-1.4127,-1.7057,0.8678,2.379
28.790000,-1.8098,-1.6160,0.6195,2.504
28.802000,-1.1571,-1.0273,0.6494,1.678
28.822000,-1.2017,-0.6281,0.0230,1.356
28.835000,-1.4420,-0.8048,-0.2124,1.665
28.852000,-1.4633,-1.3891,-0.3403,2.046
28.870000,-1.6097,-2.2534,-0.4266,2.802
28.888000,-1.4289,-2.0725,-0.5808,2.583
28.898000,-1.3632,-1.6337,-0.7462,2.255
28.906000,-1.2849,-1.6783,0.4033,2.152
28.920000,-1.8070,-1.9042,0.9770,2.801
28.929000,-1.7712,-1.8156,0.9444,2.707
28.940000,-1.6238,-1.5840,1.0647,2.506
28.952000,-1.5618,-1.8756,0.1761,2.447
28.972000,-1.5502,-1.9678,-0.2568,2.518
28.982000,-1.5638,-1.8399,-0.2686,2.430
28.998000,-1.3602,-1.5597,-0.3397,2.097
29.008000,-1.3567,-1.6272,-0.4720,2.171
29.018000,-1.4485,-1.6118,-0.5089,2.226
29.036000,-1.5098,-1.6254,-0.5597,2.288
29.067000,-1.4203,-1.6235,-0.5766,2.233
29.081000,-1.4354,-1.5288,-0.6334,2.191
29.093000,-1.4165,-1.3823,-0.6720,2.090
29.102000,-0.9820,-1.0772,-0.3817,1.507
29.118000,-0.5526,-0.8827,-0.2072,1.062
29.130000,-0.2191,-0.5470,-0.0336,0.590
29.150000,-0.1380,-0.3803,0.0055,0.405
29.163000,-0.2686,-0.3789,0.0805,0.471
29.178000,-0.3904,-0.3509,0.2504,0.582
29.185000,-0.0220,-0.1278,0.3618,0.384
29.194000,0.3103,-0.1279,0.6104,0.697
29.212000,0.8341,0.0009,1.0924,1.374
29.233000,1.0118,0.0303,0.9255,1.372
29.244000,1.2741,0.0903,0.7570,1.485
29.260000,1.3975,0.0793,0.7153,1.572
29.268000,0.9707,-0.0536,0.7340,1.218
29.278000,0.6838,-0.2075,0.5963,0.931
29.286000,0.3702,-0.4216,0.5375,0.777
29.302000,0.1582,-0.6287,0.4829,0.808
29.312000,0.0652,-0.7124,0.4012,0.820
29.328000,0.0159,-0.7924,0.2883,0.843
29.343000,-0.0540,-0.7795,0.1510,0.796
29.360000,0.0157,-0.7346,0.0540,0.737
29.370000,0.0221,-0.6348,-0.1485,0.652
29.380000,-0.0689,-0.6439,-0.2811,0.706
29.390000,-0.1894,-0.5649,-0.3443,0.688
29.408000,-0.3244,-0.4989,-0.4055,0.720
29.422000,-0.5379,-0.5447,-0.5601,0.949
29.434000,-0.7127,-0.5749,-0.6233,1.108
29.449000,-0.8040,-0.4573,-0.5804,1.092
29.460000,-0.6923,-0.3692,-0.5155,0.939
29.470000,-0.1384,-0.1545,-0.4586,0.503
29.478000,0.0699,-0.0401,-0.2741,0.286
29.490000,0.2743,0.0625,-0.0653,0.289
29.504000,0.3782,0.0755,-0.0102,0.386
29.517000,0.4147,0.0659,0.0486,0.423
29.528000,0.4311,0.0635,0.1116,0.450
29.538000,0.3544,0.0567,0.1449,0.387
29.562000,0.3554,0.0308,0.2014,0.410
29.584000,0.4026,0.0340,0.2802,0.492
29.602000,0.4682,0.0235,0.3362,0.577
29.612000,0.4676,0.0081,0.3152,0.564
29.628000,0.3384,0.0940,0.0404,0.354
29.638000,0.1665,0.1198,-0.0444,0.210
29.648000,0.1420,0.1335,0.0309,0.197
29.666000,0.0656,0.0753,0.0400,0.108
29.672000,-0.0358,-0.0016,0.0744,0.083
29.688000,-0.1000,-0.0636,0.1073,0.160
29.698000,-0.0998,-0.0405,0.0298,0.112
29.708000,-0.0663,0.0290,-0.0216,0.076
29.718000,-0.1349,-0.0006,-0.0983,0.167
29.730000,-0.2547,-0.0966,-0.0109,0.273
29.750000,-0.2435,-0.1038,-0.0185,0.265
29.767000,-0.1352,-0.0904,0.0513,0.171
29.776000,-0.0230,-0.1244,0.0870,0.154
29.788000,0.0084,-0.1509,0.0984,0.180
29.802000,-0.2755,-0.2272,0.0576,0.362
29.811000,-0.5036,-0.2811,-0.0701,0.581
29.824000,-0.6866,-0.3894,-0.2065,0.816
29.838000,-0.8312,-0.4655,-0.4056,1.035
29.852000,-0.9418,-0.4904,-0.6148,1.227
29.858000,-1.1422,-0.5912,-0.8922,1.565
29.871000,-1.4233,-0.7670,-1.1092,1.961
29.888000,-2.0442,-1.0462,-1.2609,2.620
29.898000,-2.4616,-1.1264,-1.4595,3.075
29.917000,-2.9434,-1.4145,-1.9710,3.814
29.932000,-3.5976,-1.8642,-2.5357,4.780
29.952000,-4.5394,-2.5508,-3.2574,6.142
29.964000,-5.4785,-3.3970,-3.5816,7.374
29.977000,-5.8857,-4.0741,-4.7864,8.611
29.990000,-5.9514,-4.3265,-5.5309,9.205
30.004000,-5.8101,-4.8929,-5.5953,9.434
30.014000,-5.3973,-5.4265,-5.3303,9.327
30.036000,-5.1841,-5.8332,-5.1985,9.377
30.042000,-5.2024,-6.5827,-5.1038,9.821
30.061000,-4.9336,-6.7180,-5.4381,9.952
30.076000,-5.0225,-6.4521,-5.6958,9.965
30.090000,-5.2891,-6.1133,-5.8278,9.965
30.104000,-5.5264,-5.7853,-5.9466,9.969
30.112000,-5.6633,-5.6940,-5.9186,9.976
30.122000,-5.9371,-5.4787,-5.9808,10.052
30.139000,-6.1812,-5.3089,-6.0162,10.128
30.160000,-6.7138,-4.7804,-6.1800,10.301
30.174000,-6.9847,-4.4934,-6.1131,10.312
30.186000,-7.4456,-4.6459,-5.8515,10.548
30.192000,58.1553,30.2974,61.7265,90.056
30.208000,62.2925,-33.2515,71.6937,100.628
30.220000,18.6520,-2.3389,-15.4599,24.339
30.232000,5.9032,7.2543,-18.0139,20.297
30.248000,1.2924,7.7433,-17.0732,18.792
30.259000,-0.4575,3.9367,-14.1903,14.733
30.266000,0.5255,0.5090,-10.1930,10.219
30.282000,2.1490,-1.9879,-7.2251,7.796
30.298000,2.2192,-2.6482,-6.0430,6.961
30.308000,2.2076,-2.4521,-5.8628,6.727
30.324000,2.4156,-1.4223,-5.5612,6.228
30.338000,2.7235,0.5088,-6.5414,7.104
30.350000,2.9967,1.9320,-7.0685,7.917
30.372000,3.2484,3.3182,-7.6158,8.920
30.378000,2.5668,4.8320,-7.2793,9.106
30.395000,1.7296,4.2666,-7.1119,8.472
30.406000,0.9681,2.0481,-8.6590,8.950
30.425000,-3.4610,-0.1138,-7.4239,8.192
30.438000,-11.2460,-3.5894,-3.2585,12.246
30.460000,-9.8157,-4.7412,1.0348,10.950
30.477000,-4.1983,-4.3024,7.8076,9.854
30.484000,-5.7045,-4.7745,17.1322,18.678
30.497000,-3.9242,-2.5105,8.6654,9.838
30.510000,-2.0060,-0.2637,-0.0410,2.024
30.520000,-3.1014,0.0971,-4.7960,5.712
30.531000,-4.0032,0.6126,-4.7721,6.259
30.556000,-3.9665,1.1122,-3.1964,5.214
30.573000,-3.0076,0.6311,-0.6447,3.140
30.588000,-1.9190,-0.1398,0.4419,1.974
30.599000,-1.4170,-0.6370,0.8240,1.759
30.619000,-2.1938,-0.5164,-0.2822,2.271
30.636000,-2.3623,-0.4601,-0.9978,2.605
30.642000,-2.2711,-0.1397,-1.1255,2.539
30.662000,-2.4015,-0.1318,-0.5372,2.464
30.679000,-2.4489,-0.4597,-0.5698,2.556
30.697000,-1.4014,-0.4308,0.5870,1.579
30.707000,-0.9742,-0.4226,1.3029,1.681
30.717000,-1.2979,-0.6408,1.2496,1.912
30.728000,-1.5557,-0.7650,0.8894,1.948
30.747000,-1.8753,-0.8374,-0.0061,2.054
30.756000,-2.1247,-0.5708,-0.1496,2.205
30.770000,-1.7853,-0.1967,0.0309,1.796
30.781000,-1.6754,0.1235,0.5644,1.772
30.792000,-1.8872,0.3588,0.3434,1.951
30.809000,-2.4822,0.3963,-0.1455,2.518
30.823000,-2.9623,0.2886,-0.7111,3.060
30.832000,-3.4408,0.2054,-1.3522,3.703
30.851000,-3.6982,-1.0551,0.9337,3.957
30.868000,-3.5607,-1.7926,2.2548,4.580
30.888000,-3.8860,-2.1480,2.6353,5.163
30.902000,-3.8579,-1.9497,2.5042,4.996
30.916000,-3.0983,-0.3979,1.2765,3.374
30.944000,-2.2187,0.7086,-0.9685,2.522
30.965000,-0.8759,1.4591,-2.4202,2.959
30.978000,-0.2727,1.9773,-4.1040,4.564
30.993000,-0.1403,0.5538,-4.7905,4.824
31.007000,0.2191,-0.7665,-1.9310,2.089
31.025000,1.1169,-1.1111,5.9257,6.132
31.059000,0.4454,-0.7106,9.5751,9.612
31.072000,-0.9360,-0.4178,4.1118,4.238
31.082000,-0.8673,-0.3130,2.4234,2.593
31.100000,0.3493,0.2760,-0.7182,0.845
31.122000,0.9844,0.3637,-0.9883,1.442
31.146000,2.7541,0.5875,-3.1755,4.244
31.172000,1.5455,0.2974,0.7570,1.746
31.186000,1.1880,0.8425,0.2123,1.472
31.206000,-0.6414,0.7233,-0.1188,0.974
31.219000,-5.4176,-1.5594,0.8766,5.705
31.226000,-6.5359,-3.0089,4.5910,8.535
31.241000,-5.1057,-3.0057,5.7290,8.242
31.254000,-2.8881,-2.1367,5.1015,6.240
31.262000,-1.3838,-1.0195,2.8963,3.368
31.284000,-0.9298,-0.6339,1.4221,1.813
31.292000,-1.7452,-0.3571,0.0075,1.781
31.302000,-2.8939,-0.3775,-0.5799,2.975
31.318000,-3.4895,-0.6531,-1.0042,3.689
31.326000,-2.9297,-0.8646,-1.5976,3.447
31.342000,-2.2181,-0.5385,-2.0256,3.052
31.358000,-1.6444,-0.0328,-2.4972,2.990
31.367000,-1.5816,0.0924,-2.5851,3.032
31.380000,-2.1610,-0.2686,-1.9050,2.893
31.393000,-2.3465,-0.7458,-1.0962,2.695
31.409000,-1.7235,-2.1375,0.1486,2.750
31.421000,-1.2667,-2.2045,0.4335,2.579
31.432000,-0.8975,-1.9746,0.3926,2.204
31.442000,-0.5514,-1.7740,0.4929,1.922
31.458000,-0.2766,-1.5718,0.0463,1.597
31.472000,-0.4702,-1.3193,0.0529,1.402
31.482000,-0.7849,-1.1522,-0.2357,1.414
31.490000,-0.8942,-1.2604,-0.0400,1.546
31.506000,-1.0414,-1.4751,0.1708,1.814
31.531000,-1.1310,-1.5951,0.2815,1.976
31.534000,-1.2781,-1.9153,0.4754,2.351
31.566000,-1.5443,-1.9207,0.3259,2.486
31.574000,-2.1679,-2.0963,0.1083,3.018
31.584000,-2.9103,-2.4165,-0.1022,3.784
31.594000,-2.8686,-2.5930,0.0274,3.867
31.610000,-2.6710,-2.4236,-0.2364,3.614
31.626000,-2.3308,-2.3461,-1.0399,3.467
31.634000,-2.4182,-2.2230,-1.6569,3.679
31.651000,-2.1739,-2.1786,-2.7427,4.122
31.659000,-2.0391,-2.0668,-2.8710,4.083
31.675000,-1.7801,-1.6428,-2.3355,3.365
31.684000,-1.2006,-1.3992,-1.3002,2.256
31.697000,-0.9613,-1.3643,-0.4220,1.721
31.708000,-0.7189,-1.5708,0.3001,1.753
31.722000,0.3180,-1.3911,2.0786,2.521
31.739000,-0.2567,-1.7193,0.7279,1.885
31.749000,-0.0523,-1.7365,0.8290,1.925
31.766000,-0.1729,-1.3359,0.3459,1.391
31.777000,-0.6464,-0.5633,0.2373,0.890
31.789000,-0.6143,-0.2624,-0.1486,0.684
31.803000,-0.3169,-0.2225,-0.7175,0.815
31.810000,-0.3450,-0.3789,-0.9205,1.054
31.818000,-0.6717,-0.5672,-0.5732,1.050
31.834000,-1.0576,-0.8388,0.2619,1.375
31.840000,-1.1166,-1.2020,0.7410,1.800
31.866000,-1.4232,-1.7563,0.8042,2.399
31.881000,-1.6471,-2.0153,0.1664,2.608
31.891000,-1.7440,-1.8549,-0.2594,2.559
31.912000,-1.6271,-1.7457,-0.7105,2.490
31.920000,-1.4649,-1.7384,-0.9000,2.445
31.932000,-1.3667,-1.6949,-0.5572,2.247
31.938000,-1.1144,-1.6704,0.3880,2.045
31.960000,-1.3057,-1.8498,1.0091,2.479
31.968000,-1.1643,-1.8356,1.4107,2.591
31.982000,-1.0751,-1.8801,1.3300,2.542
31.992000,-0.7875,-1.8297,0.9587,2.211
32.002000,-0.3562,-1.4471,0.5406,1.585
32.017000,-0.2445,-1.0398,0.2196,1.090
32.034000,-0.2817,-0.8522,0.2486,0.931
32.052000,-0.1691,-0.6199,0.5785,0.865
32.065000,-0.0422,-0.5151,1.0312,1.153
32.084000,0.1039,-0.6901,1.3413,1.512
32.094000,-0.5124,-0.9675,1.4454,1.813
32.106000,-1.0496,-1.2856,0.9390,1.907
32.123000,-1.4030,-1.3514,0.9300,2.159
32.137000,-0.8294,-0.9757,-0.0059,1.281
32.143000,-0.3203,-0.6660,-0.2494,0.780
32.162000,-0.5513,-0.2189,-0.3272,0.677
32.178000,-0.2126,0.0746,0.3309,0.400
32.186000,-0.6463,-0.2079,0.1653,0.699
32.201000,-0.9337,-0.6840,1.2950,1.737
32.216000,-0.5422,-0.8431,1.5273,1.827
32.225000,-0.6196,-1.0150,1.7354,2.104
32.238000,-0.5595,-1.0072,1.4993,1.891
32.250000,-0.6384,-0.9019,0.3399,1.156
32.268000,-1.0689,-1.0871,0.2988,1.554
32.276000,-1.2623,-1.3080,0.5664,1.904
32.292000,-1.2304,-1.7023,0.7990,2.247
32.306000,-1.0041,-1.8037,0.3974,2.102
32.321000,-0.2828,-1.1051,-0.4807,1.238
32.332000,-0.2902,-0.9407,-0.1644,0.998
32.355000,-0.1210,-0.8557,-0.0639,0.867
32.382000,0.0647,-0.8128,0.0945,0.821
32.401000,0.2273,-0.6356,-0.3087,0.742
32.414000,-0.0750,-1.0031,-0.1566,1.018
32.439000,-1.5550,-1.5120,0.1324,2.173
32.456000,-0.9095,-0.9169,-1.0296,1.652
32.482000,-0.1059,-0.1566,-1.1851,1.200
32.520000,-1.0884,-1.1859,-0.2931,1.636
32.541000,-0.8453,-1.0899,0.0254,1.380
32.550000,-0.3621,-0.9573,0.7231,1.253
32.562000,-0.2580,-0.9947,1.4080,1.743
32.574000,-0.5167,-0.9908,2.3326,2.586
32.605000,-0.7494,-0.5745,2.4209,2.599
32.620000,-0.5369,-0.4098,2.2250,2.325
32.642000,-0.7083,-0.7462,1.6016,1.904
32.654000,-0.6307,-0.8132,1.1693,1.558
32.668000,-0.9817,-1.1430,0.1608,1.515
32.686000,-0.2346,-0.2760,-1.5224,1.565
32.700000,0.0885,-0.8506,-0.9603,1.286
32.708000,-0.0466,-1.1910,-0.3710,1.248
32.722000,-0.2090,-1.2626,0.1649,1.290
32.740000,-0.5398,-1.4251,0.6790,1.668
32.750000,-0.7426,-1.3558,1.0003,1.841
32.757000,-0.7856,-1.3388,1.5882,2.221
32.770000,-0.7838,-1.4259,1.9336,2.527
32.786000,-0.8794,-1.5695,2.2411,2.874
32.792000,-0.7269,-1.2051,2.3297,2.722
32.810000,-0.5992,-0.8671,2.0752,2.328
32.820000,-0.5976,-0.8882,1.6433,1.961
32.836000,-0.6805,-0.9652,1.3956,1.828
32.850000,-0.7093,-0.9385,1.1852,1.670
32.859000,-0.6494,-0.8653,0.7460,1.314
32.868000,-0.6004,-0.8121,0.2438,1.039
32.884000,-0.5981,-0.7926,-0.2011,1.013
32.896000,-0.5342,-0.8208,-0.3411,1.037
32.910000,-0.3950,-0.7824,-0.4616,0.991
32.920000,-0.2952,-0.7564,-0.4882,0.947
32.930000,-0.2838,-0.7518,-0.5067,0.950
32.948000,-0.3625,-0.8375,-0.3380,0.973
32.958000,-0.4058,-0.8753,-0.1824,0.982
32.975000,-0.4335,-0.9154,0.1310,1.021
32.985000,-0.4341,-0.9551,0.3027,1.092
32.991000,-0.4594,-1.0479,0.4815,1.241
33.000000,-0.4251,-1.0494,0.5902,1.277
33.008000,-0.2935,-0.9789,0.7471,1.266
33.019000,-0.2174,-0.8926,0.7341,1.176
33.028000,-0.1246,-0.8747,0.6272,1.084
33.054000,-0.1194,-0.8677,0.5371,1.027
33.062000,-0.1375,-0.8231,0.4068,0.928
33.074000,-0.1057,-0.8029,0.3404,0.878
33.092000,-0.0513,-0.7575,0.2466,0.798
33.110000,0.0293,-0.7568,0.0210,0.758
33.117000,-0.0173,-0.6975,-0.0460,0.699
33.133000,0.0030,-0.6346,-0.0983,0.642
33.148000,-0.2102,-0.3941,0.1408,0.468
33.159000,-0.2782,-0.3051,0.2652,0.491
33.166000,-0.5369,-0.2709,0.3152,0.679
33.176000,-0.6197,-0.2452,0.3846,0.769
33.182000,-0.7216,-0.1988,0.4190,0.858
33.193000,-0.7936,-0.2691,0.3944,0.926
33.202000,-0.8825,-0.1850,0.4692,1.016
33.218000,-0.7398,0.0819,0.4475,0.868
33.228000,-0.7029,0.2462,-2.0042,2.138
33.234000,-0.7093,0.4094,-0.3170,0.878
33.253000,0.0119,0.3766,0.9350,1.008
33.262000,-0.0937,0.3343,0.4579,0.575
33.274000,-0.5333,0.1752,0.5466,0.784
33.289000,-0.8411,0.1316,0.7475,1.133
33.301000,-0.9169,0.2095,0.6138,1.123
33.312000,-0.8763,0.2866,0.5753,1.087
33.343000,-0.7074,0.3691,0.4955,0.939
33.343000,-0.5074,0.4129,0.1706,0.676
33.352000,-0.4453,0.3987,-0.0530,0.600
33.366000,-0.4236,0.3702,-0.4907,0.747
33.379000,-0.4024,0.3592,-0.6108,0.815
33.389000,-0.3103,0.2969,-0.7922,0.901
33.398000,0.0223,0.2213,-1.1916,1.212
33.410000,-0.1374,0.3122,-1.0993,1.151
33.426000,-0.2254,0.1485,-0.7405,0.788
33.440000,-0.2229,0.1651,-0.8507,0.895
33.457000,-0.3402,0.0535,-0.9009,0.964
33.467000,-0.3034,-0.2994,-0.0150,0.427
33.474000,0.1715,-0.2270,0.1469,0.320
33.488000,0.2548,-0.0568,-0.0614,0.268
33.500000,0.6745,-0.0021,-0.1890,0.700
33.510000,0.7736,-0.0673,0.0209,0.777
33.520000,0.6960,-0.3669,-0.1957,0.811
33.531000,0.2957,-0.7839,-0.1392,0.849
33.558000,0.1858,-0.7617,-0.3067,0.842
33.569000,0.4312,-0.6772,-0.2107,0.830
33.579000,0.7679,-0.6745,0.1170,1.029
33.585000,1.1215,-0.6978,0.6715,1.482
33.599000,1.3739,-0.5295,0.9070,1.729
33.611000,1.2137,-0.3553,1.0181,1.624
33.628000,0.9566,-0.3258,1.0870,1.484
33.639000,0.6501,-0.2438,0.9951,1.213
33.649000,0.3154,-0.2071,0.9416,1.014
33.669000,-0.0523,-0.2870,0.8694,0.917
33.677000,-0.2618,-0.3097,1.0258,1.103
33.687000,-0.1634,-0.1051,0.9402,0.960
33.702000,-0.0383,0.1791,0.7562,0.778
33.718000,-0.0225,0.2389,0.5585,0.608
33.727000,-0.0401,0.2190,0.5245,0.570
33.739000,-0.0100,0.2906,0.5128,0.590
33.748000,0.0264,0.3994,0.3297,0.519
33.768000,-0.0085,0.2508,0.0705,0.261
33.775000,-0.2036,0.1285,0.0275,0.242
33.785000,-0.3154,0.1069,-0.0460,0.336
33.794000,-0.2650,0.2699,-0.1848,0.421
33.806000,-0.2181,0.2817,-0.2139,0.416
33.824000,-0.1909,0.1857,-0.1528,0.307
33.836000,-0.1908,0.1335,-0.1022,0.254
33.850000,-0.1770,0.0865,-0.0728,0.210
33.869000,-0.1992,-0.0173,-0.0938,0.221
33.878000,-0.2285,-0.1094,-0.0564,0.260
33.891000,-0.1991,-0.0473,-0.0205,0.206
